Entity;Type;Superclass(es);BiomarkerOf;HasBiomarker;Contains;IsIngredientOf;FOBI_040232;FOBI_040233;FOBI_040235;FOBI_040236;FOBI_040237;FOBI_040238;FOBI_043480;IAO_0000118;FOBI_050000;FOBI_050001;FOBI_050002;FOBI_050003;dcterms:license;has_obo_format_version;id;rdfs:comment;label;
'3,5-dihydroxycinnamic acid';Class;'Hydroxycinnamic acids';"''Whole grain cereal products''";;;;"'4947733'";;;"'6443769'";"'MFFCZSWTQMCKFP-OWOJBTEDSA-N'";"'InChI=1S/C9H8O4/c10-7-3-6(1-2-9(12)13)4-8(11)5-7/h1-5,10-11H,(H,12,13)/b2-1+'";"'FOBI:08814'";;;;;;;;"'FOBI:08814'";;"'3,5-dihydroxycinnamic acid'";
'3,5-dihydroxycinnamic acid glucuronide';Class;'Phenolic glycosides';"''Whole grain cereal products''";;;;;;;;"'YIAFSKCUHLQEAH-MEPLRXLMSA-N'";"'InChI=1S/C15H16O10/c16-7-3-6(1-2-9(17)18)4-8(5-7)24-15-12(21)10(19)11(20)13(25-15)14(22)23/h1-5,10-13,15-16,19-21H,(H,17,18)(H,22,23)/b2-1+/t10-,11?,12?,13-,15+/m1/s1'";"'FOBI:08815'";;;;;;;;"'FOBI:08815'";;"'3,5-dihydroxycinnamic acid glucuronide'";
'3,5-dihydroxycinnamic acid sulfate';Class;Phenylsulfates;"''Whole grain cereal products''";;;;;;;;"'KTPBHOMURDURSV-OWOJBTEDSA-N'";"'InChI=1S/C9H8O7S/c10-7-3-6(1-2-9(11)12)4-8(5-7)16-17(13,14)15/h1-5,10H,(H,11,12)(H,13,14,15)/b2-1+'";"'FOBI:08816'";;;;;;;;"'FOBI:08816'";;"'3,5-dihydroxycinnamic acid sulfate'";
'n-(3,5-dihydroxybenzoyl)glycine';Class;'Hippuric acids';"''Whole grain cereal products''";;;;;;;"'71389989'";"'RJGLFRQXIDISBX-UHFFFAOYSA-N'";"'InChI=1S/C9H9NO5/c11-6-1-5(2-7(12)3-6)9(15)10-4-8(13)14/h1-3,11-12H,4H2,(H,10,15)(H,13,14)'";"'FOBI:08817'";;;;;;;;"'FOBI:08817'";;"'n-(3,5-dihydroxybenzoyl)glycine'";
'alanine betaine';Class;'Alanine and derivatives';"''Whole grain cereal products''";;;;;;;"'78265175'";"'CJKONRHMUGBAQI-YFKPBYRVSA-N'";"'InChI=1S/C6H13NO2/c1-5(6(8)9)7(2,3)4/h5H,1-4H3/t5-/m0/s1'";"'FOBI:08818'";;;;;;;;"'FOBI:08818'";;"'alanine betaine'";
'valine betaine';Class;'Alpha amino acids';"''Whole grain cereal products''";;;;;;;;"'REWYJJRDEOKNBQ-ZETCQYMHSA-O'";"'InChI=1S/C8H17NO2/c1-6(2)7(8(10)11)9(3,4)5/h6-7H,1-5H3/p+1/t7-/m0/s1'";"'FOBI:08819'";;;;;;;;"'FOBI:08819'";;"'valine betaine'";
'phenylalanine betaine';Class;'Phenylalanine and derivatives';"''Whole grain cereal products''";;;;;;;"'25837691'";"'XTFQIRIHLGODFV-NSHDSACASA-N'";"'InChI=1S/C12H17NO2/c1-13(2,3)11(12(14)15)9-10-7-5-4-6-8-10/h4-8,11H,9H2,1-3H3/t11-/m0/s1'";"'FOBI:08820'";;;;;;;;"'FOBI:08820'";;"'phenylalanine betaine'";
'pipecolic acid betaine';Class;'Alpha amino acids';"''Whole grain cereal products''";;;;"'390180'";;;"'441447'";"'XULZWQRXYTVUTE-ZETCQYMHSA-N'";"'InChI=1S/C8H15NO2/c1-9(2)6-4-3-5-7(9)8(10)11/h7H,3-6H2,1-2H3/t7-/m0/s1'";"'FOBI:08821'";;;;;;;;"'FOBI:08821'";;"'pipecolic acid betaine'";
'phytic acid';Class;'Inositol phosphates';"''nut (whole or part)''	''soybean (whole)''	''legume food product''	''Whole grain cereal products''";;;;"'866'";"'HMDB03502'";;"'890'";"'IMQLKJBTEOYOSI-UHFFFAOYSA-N'";"'InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)'";"'FOBI:08822'";;;;;;;;"'FOBI:08822'";;"'phytic acid'";
'meat food product';Class;Foods;;;;;;;;;;;"'FOBI:0172'";"'Meats'";;;;;;;"'FOODON:00001006'";;;
'cheese food product';Class;'milk product (fermented)';;;;;;;;;;;"'FOBI:0010'";"'cheese'";;;;;;;"'FOODON:00001013'";;;
'yogurt food product';Class;'milk product (fermented)';;;;;;;;;;;"'FOBI:0012'";"'yogurt'";;;;;;;"'FOODON:00001014'";;;
'beef food product';Class;cattle;;;;;;;;;;;"'FOBI:0197'";"'beef'";;;;;;;"'FOODON:00001041'";;;
'seafood product';Class;'meat food product';;;;;;;;;;;"'FOBI:0215'";"'Seafood'";;;;;;;"'FOODON:00001046'";;;
'plant fruit food product';Class;'Fruits and vegetables';;;;;;;;;;;"'FOBI:0049'";"'Fruits'";;;;;;;"'FOODON:00001057'";;;
'apple juice';Class;'apple (whole)';;;;;;;;;;;"'FOBI:07542'";;;;;;;;"'FOODON:00001059'";;;
'bacon food product';Class;swine;;;;;;;;;;;"'FOBI:0207'";"'bacon'";;;;;;;"'FOODON:00001061'";;;
'poultry meat food product';Class;'Lean meat';;;;;;;;;;;"'FOBI:0186'";"'Poultry'";;;;;;;"'FOODON:00001131'";;;
'tea based beverage product';Class;Infusions;;;;;;;;;;;"'FOBI:0028'";"'Tea products'";;;;;;;"'FOODON:00001138'";;;
'coffee based beverage product';Class;'beverage food product';;;;;;;;;;;"'FOBI:0027'";"'Coffee products'";;;;;;;"'FOODON:00001139'";;;
'solanaceous root food product';Class;'vegetable food product';;;;;;;;;;;"'FOBI:0130'";"'Tubers'";;;;;;;"'FOODON:00001146'";;;
'citrus fruit food product';Class;'plant fruit food product';;;;;;;;;;;"'FOBI:0060'";"'Citrus'";;;;;;;"'FOODON:00001151'";;;
'pomaceous fruit food product';Class;'plant fruit food product';;;;;;;;;;;"'FOBI:0075'";"'Pomes'";;;;;;;"'FOODON:00001158'";;;
'cruciferous food product';Class;'vegetable food product';;;;;;;;;;;"'FOBI:0086'";"'Cruciferous'";;;;;;;"'FOODON:00001169'";;;
'bread food product';Class;'grain product';;;;;;;;;;;"'FOBI:0270'";"'bread'";;;;;;;"'FOODON:00001183'";;;
'rye food product';Class;'Whole grain cereal products';;;;;;;;;;;"'FOBI:008142'";"'rye'";;;;;;;"'FOODON:00001190'";;;
'pulse food product';Class;'legume food product';;;;;;;;;;;"'FOBI:0137'";"'Pulses'";;;;;;;"'FOODON:00001209'";;;
'cacao food product';Class;Foods;;;;;;;;;;;"'FOBI:0002'";"'Cocoa and cocoa products'";;;;;;;"'FOODON:00001215'";;;
'spice or herb';Class;Foods;;;;;;;;;;;"'FOBI:0121'";"'Herbs and spices'";;;;;;;"'FOODON:00001242'";;;
'dairy food product';Class;Foods;;;;;;;;;;;"'FOBI:0005'";"'Dairy products'";;;;;;;"'FOODON:00001256'";;;
'milk or milk based food product';Class;'dairy food product';;;;;;;;;;;"'FOBI:0020'";"'Milk products'";;;;;;;"'FOODON:00001257'";;;
'vegetable food product';Class;'Fruits and vegetables';;;;;;;;;;;"'FOBI:0050'";"'Vegetables'";;;;;;;"'FOODON:00001261'";;;
'legume food product';Class;'Nuts and legumes';;;;;;;;;;;"'FOBI:0136'";"'Legumes'";;;;;;;"'FOODON:00001264'";;;
'egg food product';Class;Foods;;;;;;;;;;;"'FOBI:0033'";"'Eggs'";;;;;;;"'FOODON:00001274'";;;
'hen egg food product';Class;'egg food product';;;;;;;;;;;"'FOBI:0034'";"'Chicken eggs'";;;;;;;"'FOODON:00001275'";;;
'cake food product';Class;'bakery product';;;"'butter'	'flour'";;;;;;;;"'FOBI:07553'";"'cake'";;;;;;;"'FOODON:00001278'";;;
mushroom;Class;'mushroom food product';;;;;;;;;;;"'FOBI:0133'";;;;;;;;"'FOODON:00001287'";;;
'lasagne food product';Class;'Non vegetarian dishes';;;"''wine (food product)''	''onion (whole, raw)''	''garlic (whole, raw)''	'pasta'	''olive oil''	''cow milk (fluid)''	'veal'	''beef food product''	''tomato (whole, raw)''";;;;;;;;"'FOBI:007949'";"'lasagne'";;;;;;;"'FOODON:00001302'";;;
'black pepper food product';Class;spice;;;;;;;;;;;"'FOBI:0275'";"'black pepper'";;;;;;;"'FOODON:00001650'";;;
'cereal food product';Class;'grain plant';;;;;;;;;;;"'FOBI:0140'";"'Cereal products'";;;;;;;"'FOODON:00001709'";;;
'corn (vegetable) food product';Class;'Dark yellow vegetables';;;;;;;;;;;"'FOBI:0273'";"'corn'";;;;;;;"'FOODON:00001765'";;;
'field corn food product';Class;'Whole grain cereal products';;;;;;;;;;;"'FOBI:0279'";"'dry corn'";;;;;;;"'FOODON:00001845'";;;
'gourd vegetable food product';Class;'plant fruit food product';;;;;;;;;;;"'FOBI:0071'";"'Gourds'";;;;;;;"'FOODON:00001915'";;;
'hot pepper vegetable food product';Class;'Dark yellow vegetables';;;;;;;;;;;"'FOBI:0097'";"'red pepper'";;;;;;;"'FOODON:00001956'";;;
'lettuce vegetable food product';Class;'leafy vegetable';;;;;;;;;;;"'FOBI:0111'";"'lettuce'";;;;;;;"'FOODON:00001998'";;;
'plant based alcoholic beverage';Class;'beverage food product';;;;;;;;;;;"'FOBI:0015'";"'Alcohols'";;;;;;;"'FOODON:00002123'";;;
'prune food product';Class;'stone fruit food product';;;;;;;;;;;"'FOBI:0066'";"'prune'";;;;;;;"'FOODON:00002176'";;;
'salmon food product';Class;bluefish;;;;;;;;;;;"'FOBI:0177'";"'salmon'";;;;;;;"'FOODON:00002220'";;;
'sandwich food product';Class;'multi-component food';;;;;;;;;;;"'FOBI:040228'";"'Sandwiches'";;;;;;;"'FOODON:00002222'";;;
'soup food product';Class;'multi-component food';;;;;;;;;;;"'FOBI:040227'";"'Soups'";;;;;;;"'FOODON:00002257'";;;
'stone fruit food product';Class;'plant fruit food product';;;;;;;;;;;"'FOBI:0065'";"'Drupes'";;;;;;;"'FOODON:00002277'";;;
'sweet potato vegetable food product';Class;'solanaceous root food product';;;;;;;;;;;"'FOBI:07531'";"'sweet potato'";;;;;;;"'FOODON:00002297'";;;
'water food product';Class;'beverage food product';;;;;;;;;;;"'FOBI:07513'";"'Waters'";;;;;;;"'FOODON:00002340'";;;
'roquefort cheese';Class;'cheese food product';;;;;;;;;;;"'FOBI:07573'";"'roquefort'";;;;;;;"'FOODON:00002424'";;;
'mushroom food product';Class;'vegetable food product';;;;;;;;;;;"'FOBI:0132'";"'Mushrooms'";;;;;;;"'FOODON:00002434'";;;
endive;Class;'leafy vegetable';;;;;;;;;;;"'FOBI:0110'";;;;;;;;"'FOODON:00002439'";;;
'biscuit (hard) food product';Class;'bakery product';;;"'wholemeal'	''table salt''	''white sugar''	'butter'	'flour'";;;;;;;;"'FOBI:07587'";"'biscuit'";;;;;;;"'FOODON:00002466'";;;
'apple (whole)';Class;'pomaceous fruit food product';;;;;;;;;;;"'FOBI:0076'";"'apple'";;;;;;;"'FOODON:00002473'";;;
'apple pie';Class;'bakery product';;;"''hen egg (whole)''	'butter'	''brown sugar''	'flour'	''white sugar''	''apple (whole)''";;;;;;;;"'FOBI:08719'";;;;;;;;"'FOODON:00002475'";;;
'multi-component food';Class;Foods;;;;;;;;;;;"'FOBI:07508'";"'Prepared foods'";;;;;;;"'FOODON:00002501'";;;
'ham food product';Class;swine;;;;;;;;;;;"'FOBI:0208'";"'ham'";;;;;;;"'FOODON:00002502'";;;
'shish kebab';Class;'Non vegetarian dishes';;;"''meat food product''	''vegetable food product''	'flour'";;;;;;;;"'FOBI:007948'";"'kebab'";;;;;;;"'FOODON:00002528'";;;
'chocolate brownie';Class;'bakery product';;;"''hen egg (whole)''	'flour'	'butter'	'chocolate'	''white sugar''";;;;;;;;"'FOBI:07568'";"'brownie'";;;;;;;"'FOODON:00002562'";;;
'lipid food product';Class;Foods;;;;;;;;;;;"'FOBI:0036'";"'Fats and oils'";;;;;;;"'FOODON:00002664'";;;
cracker;Class;'bakery product';;;"'flour'";;;;;;;;"'FOBI:07589'";;;;;;;;"'FOODON:00002711'";;;
'ginger root';Class;spice;;;;;;;;;;;"'FOBI:0150'";"'ginger'";;;;;;;"'FOODON:00002718'";;;
'beef hamburger (dish)';Class;cattle;;;;;;;;;;;"'FOBI:0198'";"'hamburger'";;;;;;;"'FOODON:00002737'";;;
'bean (whole)';Class;'pulse food product';;;;;;;;;;;"'FOBI:0158'";"'Beans'";;;;;;;"'FOODON:00002753'";;;
'black turtle bean (whole)';Class;'bean (whole)';;;;;;;;;;;"'FOBI:07565'";"'black bean'";;;;;;;"'FOODON:00002889'";;;
hazelnut;Class;'nut (whole or part)';;;;;;;;;;;"'FOBI:040226'";;;;;;;;"'FOODON:00002933'";;;
'yellow bell pepper (whole, raw)';Class;'Dark yellow vegetables';;;;;;;;;;;"'FOBI:0274'";"'yellow pepper'";;;;;;;"'FOODON:00003012'";;;
'bell pepper';Class;'Dark yellow vegetables';;;;;;;;;;;"'FOBI:0095'";"'pepper'";;;;;;;"'FOODON:00003013'";;;
'shallot (whole, raw)';Class;'Onion family vegetables';;;;;;;;;;;"'FOBI:0134'";"'shallot'";;;;;;;"'FOODON:00003019'";;;
'cumin seed (whole, dried)';Class;spice;;;;;;;;;;;"'FOBI:07567'";"'cumin'";;;;;;;"'FOODON:00003024'";;;
herb;Class;'spice or herb';;;;;;;;;;;"'FOBI:0122'";"'Herbs'";;;;;;;"'FOODON:00003042'";;;
hummus;Class;'Vegetarian dishes';;;"''legume food product''	''garlic (whole, raw)''	''vegetable oil''";;;;;;;;"'FOBI:007947'";;;;;;;;"'FOODON:00003049'";;;
'pomegranate (whole, raw)';Class;'berry (whole, raw)';;;;;;;;;;;"'FOBI:0085'";"'pomegranate'";;;;;;;"'FOODON:00003066'";;;
veal;Class;cattle;;;;;;;;;;;"'FOBI:0201'";;;;;;;;"'FOODON:00003083'";;;
'barley grain (whole, raw)';Class;'Whole grain cereal products';;;;;;;;;;;"'FOBI:008143'";"'barley'";;;;;;;"'FOODON:00003108'";;;
stew;Class;'Non vegetarian dishes';;;"''bell pepper''	''beef food product''	''carrot root (whole, raw)''	'mushroom'	''tomato (whole, raw)''	''potato (whole, raw)''	''onion (whole, raw)''";;;;;;;;"'FOBI:007970'";;;;;;;;"'FOODON:00003140'";;;
'almond milk';Class;'almond (whole, raw)';;;;;;;;;;;"'FOBI:07521'";;;;;;;;"'FOODON:00003157'";;;
absinthe;Class;'beverage (alcoholic, distilled)';;;;;;;;;;;"'FOBI:07580'";;;;;;;;"'FOODON:00003229'";;;
museli;Class;'Other prepared foods';;;"''cereal food product''	''plant fruit food product''	''nut (whole or part)''";;;;;;;;"'FOBI:07536'";;;;;;;;"'FOODON:00003230'";;;
'tarte tropézienne';Class;'bakery product';;;"'butter'	'flour'	''white sugar''	''lemon (whole, raw)''	''hen egg (whole)''	''cow milk (fluid)''";;;;;;;;"'FOBI:007977'";"'tropezienne'";;;;;;;"'FOODON:00003231'";;;
'bolognese sauce';Class;'hot sauce';;;"''beef food product''	''vegetable food product''	''tomato (whole, raw)''";;;;;;;;"'FOBI:007935'";"'bolognese'";;;;;;;"'FOODON:00003232'";;;
'beef bourguignon';Class;'Non vegetarian dishes';;;"''beef food product''	''wine (food product)''";;;;;;;;"'FOBI:007937'";"'bourguignon'";;;;;;;"'FOODON:00003233'";;;
'meat brochette';Class;'Non vegetarian dishes';;;"''vegetable food product''	''meat food product''";;;;;;;;"'FOBI:007938'";"'brochette'";;;;;;;"'FOODON:00003235'";;;
'carbonara sauce';Class;'hot sauce';;;"''black pepper food product''	''cheese food product''	''olive oil''	''hen egg (whole)''	'pancetta'";;;;;;;;"'FOBI:007940'";"'carbonara'";;;;;;;"'FOODON:00003236'";;;
risotto;Class;'Vegetarian dishes';;;"''garlic (whole, raw)''	''wine (food product)''	'mushroom'	''onion (whole, raw)''	'butter'	''rice grain food product''";;;;;;;;"'FOBI:007963'";;;;;;;;"'FOODON:00003238'";;;
ratatouille;Class;'Vegetarian dishes';;;"'herb'	''bell pepper''	''eggplant (whole, raw)''	''zucchini squash (whole)''	''tomato (whole, raw)''";;;;;;;;"'FOBI:007962'";;;;;;;;"'FOODON:00003239'";;;
tartiflette;Class;'Non vegetarian dishes';;;"''bacon food product''	''bell pepper''	''onion (whole, raw)''	''potato (whole, raw)''	''cheese food product''";;;;;;;;"'FOBI:007976'";;;;;;;;"'FOODON:00003240'";;;
tajine;Class;'Non vegetarian dishes';;;"''vegetable food product''	''meat food product''";;;;;;;;"'FOBI:007975'";"'tagine'";;;;;;;"'FOODON:00003241'";;;
tabbouleh;Class;'Non vegetarian dishes';;;"''lemon (whole, raw)''	''tomato (whole, raw)''	''meat food product''	''onion (whole, raw)''	''olive oil''";;;;;;;;"'FOBI:007972'";;;;;;;;"'FOODON:00003242'";;;
sushi;Class;'Non vegetarian dishes';;;"''soybean (whole)''	''rice grain food product''	''vegetable food product''	'fish'";;;;;;;;"'FOBI:007971'";;;;;;;;"'FOODON:00003243'";;;
soufflé;Class;'bakery product';;;"''cheese food product''	'butter'	'flour'	''hen egg (whole)''	''cow milk (fluid)''";;;;;;;;"'FOBI:007968'";"'souffle'";;;;;;;"'FOODON:00003244'";;;
quenelle;Class;'Non vegetarian dishes';;;"'butter'	'flour'	''cow milk (fluid)''	''meat food product''	''hen egg (whole)''";;;;;;;;"'FOBI:007958'";;;;;;;;"'FOODON:00003245'";;;
prosciutto;Class;swine;;;;;;;;;;;"'FOBI:0211'";"'proscuitto'";;;;;;;"'FOODON:00003246'";;;
'parmesan cheese';Class;'cheese food product';;;;;;;;;;;"'FOBI:07574'";"'parmesan'";;;;;;;"'FOODON:00003247'";;;
panini;Class;'Non vegetarian dishes';;;"''meat food product''	''cheese food product''	'flour'	''vegetable food product''";;;;;;;;"'FOBI:007954'";;;;;;;;"'FOODON:00003248'";;;
pancetta;Class;swine;;;;;;;;;;;"'FOBI:0209'";;;;;;;;"'FOODON:00003249'";;;
paella;Class;'Non vegetarian dishes';;;"''rice grain food product''	''vegetable food product''	''meat food product''";;;;;;;;"'FOBI:007953'";;;;;;;;"'FOODON:00003250'";;;
ox;Class;'Red meat';;;;;;;;;;;"'FOBI:0271'";;;;;;;;"'FOODON:00003251'";;;
omelette;Class;'Vegetarian dishes';;;"''hen egg (whole)''	''cheese food product''";;;;;;;;"'FOBI:007985'";;;;;;;;"'FOODON:00003252'";;;
moussaka;Class;'Vegetarian dishes';;;"''eggplant (whole, raw)''	''tomato (whole, raw)''	''potato (whole, raw)''";;;;;;;;"'FOBI:007952'";;;;;;;;"'FOODON:00003253'";;;
'mille-feuille pastry';Class;'bakery product';;;"''nut (whole or part)''	'butter'	'flour'	''white sugar''	''cacao food product''";;;;;;;;"'FOBI:007951'";"'millefeuille'";;;;;;;"'FOODON:00003254'";;;
mascarpone;Class;'cream cheese';;;;;;;;;;;"'FOBI:08721'";;;;;;;;"'FOODON:00003255'";;;
'india pale ale';Class;beer;;;;;;;;;;;"'FOBI:07519'";"'ipa'";;;;;;;"'FOODON:00003257'";;;
'strained yogurt';Class;'yogurt food product';;;;;;;;;;;"'FOBI:07537'";"'greek yogurt'";;;;;;;"'FOODON:00003258'";;;
'Béchamel sauce';Class;'hot sauce';;;"'butter'	''cow milk (fluid)''	'flour'";;;;;;;;"'FOBI:007934'";"'bechamel'";;;;;;;"'FOODON:00003259'";;;
'chicken curry';Class;'Non vegetarian dishes';;;"'chicken'	'spice'	''tomato (whole, raw)''	''onion (whole, raw)''";;;;;;;;"'FOBI:07539'";;;;;;;;"'FOODON:00003260'";;;
'hachis parmentier';Class;'Non vegetarian dishes';;;"''vegetable food product''	''meat food product''	''potato (whole, raw)''";;;;;;;;"'FOBI:007933'";;;;;;;;"'FOODON:00003261'";;;
'fondue savoyarde';Class;'Vegetarian dishes';;;"''vegetable oil''	''cheese food product''";;;;;;;;"'FOBI:007932'";;;;;;;;"'FOODON:00003263'";;;
'Burgundy fondue';Class;'Non vegetarian dishes';;;"''vegetable oil''	''meat food product''";;;;;;;;"'FOBI:007931'";"'fondue bourguignonne'";;;;;;;"'FOODON:00003264'";;;
fat;Class;'lipid food product';;;;;;;;;;;"'FOBI:0037'";"'Fats'";;;;;;;"'FOODON:00003265'";;;
'fig (whole)';Class;'plant fruit food product';;;;;;;;;;;"'FOBI:0074'";"'figs'";;;;;;;"'FOODON:00003266'";;;
'flavouring additive';Class;Foods;;;;;;;;;;;"'FOBI:07560'";"'Flavoring agents'";;;;;;;"'FOODON:00003267'";;;
croziflette;Class;'Non vegetarian dishes';;;"''cheese food product''	'pancetta'	'pasta'";;;;;;;;"'FOBI:007941'";;;;;;;;"'FOODON:00003268'";;;
'Croque monsieur';Class;'Non vegetarian dishes';;;"''cheese food product''	''black pepper food product''	'butter'	'flour'	''cow milk (fluid)''	''ham food product''";;;;;;;;"'FOBI:007930'";"'croc monsieur'";;;;;;;"'FOODON:00003269'";;;
'pork ribs';Class;swine;;;;;;;;;;;"'FOBI:0212'";"'ribs'";;;;;;;"'FOODON:00003270'";;;
fajita;Class;'Non vegetarian dishes';;;"''meat food product''	''vegetable food product''	'flour'";;;;;;;;"'FOBI:007942'";"'fajitas'";;;;;;;"'FOODON:00003271'";;;
'cordon bleu (dish)';Class;'Non vegetarian dishes';;;"'chicken'	''ham food product''	''cheese food product''";;;;;;;;"'FOBI:007929'";"'cordon bleu'";;;;;;;"'FOODON:00003272'";;;
'black coffee';Class;'coffee based beverage product';;;;;;;;;;;"'FOBI:07544'";;;;;;;;"'FOODON:00003274'";;"'black coffee'";
tiramisu;Class;'bakery product';;;"''white sugar''	''cream cheese''	''coffee based beverage product''	'cocoa'	''hen egg (whole)''	''biscuit (hard) food product''";;;;;;;;"'FOBI:08720'";;;;;;;;"'FOODON:00003275'";;"'tiramisu'";
'red velvet';Class;'bakery product';;;"'butter'	'flour'	'beetroot'	''white sugar''	'cocoa'";;;;;;;;"'FOBI:07590'";;;;;;;;"'FOODON:00003276'";;"'red velvet'";
'red tea';Class;'tea based beverage product';;;;;;;;;;;"'FOBI:0031'";;;;;;;;"'FOODON:00003277'";;"'red tea'";
raclette;Class;'Vegetarian dishes';;;"''potato (whole, raw)''	''cheese food product''";;;;;;;;"'FOBI:007961'";;;;;;;;"'FOODON:00003278'";;"'raclette'";
soup;Class;'soup food product';;;"''vegetable food product''";;;;;;;;"'FOBI:007969'";;;;;;;;"'FOODON:00003280'";;"'soup'";
'White fish';Class;fish;;;;;;;;;;;"'FOBI:0181'";;;;;;;;"'FOODON:00003281'";;"'White fish'";
'spaghetti macaroni';Class;pasta;;;;;;;;;;;"'FOBI:0277'";"'spaghetti'";;;;;;;"'FOODON:03301005'";;;
'coffee (liquid drink)';Class;'coffee based beverage product';;;;;;;;;;;"'FOBI:040230'";"'coffee'";;;;;;;"'FOODON:03301036'";;;
'watermelon (whole, raw)';Class;'gourd vegetable food product';;;;;;;;;;;"'FOBI:0073'";"'watermelon'";;;;;;;"'FOODON:03301040'";;;
'white bread';Class;'bread food product';;;;;;;;;;;"'FOBI:07523'";;;;;;;;"'FOODON:03301055'";;;
cocoa;Class;'cacao food product';;;;;;;;;;;"'FOBI:07552'";"'cocoa powder'";;;;;;;"'FOODON:03301072'";;;
'orange juice';Class;'orange (whole, raw)';;;;;;;;;;;"'FOBI:07532'";;;;;;;;"'FOODON:03301103'";;;
paprika;Class;spice;;;;;;;;;;;"'FOBI:07566'";;;;;;;;"'FOODON:03301105'";;;
'nectarine (whole, raw)';Class;'stone fruit food product';;;;;;;;;;;"'FOBI:07530'";"'nectarine'";;;;;;;"'FOODON:03301107'";;;
flour;Class;'grain product';;;;;;;;;;;"'FOBI:0269'";;;;;;;;"'FOODON:03301116'";;;
'grape (whole, raw)';Class;'plant fruit food product';;;;;;;;;;;"'FOBI:008103'";"'Grapes'";;;;;;;"'FOODON:03301123'";;;
'brown rice food product';Class;'Whole grain cereal products';;;;;;;;;;;"'FOBI:07545'";"'brown rice'";;;;;;;"'FOODON:03301136'";;;
cinnamon;Class;spice;;;;;;;;;;;"'FOBI:07548'";;;;;;;;"'FOODON:03301175'";;;
'tomato sauce';Class;'tomato (whole, raw)';;;;;;;;;;;"'FOBI:07562'";;;;;;;;"'FOODON:03301217'";;;
'blackberry (whole, raw)';Class;'berry (whole, raw)';;;;;;;;;;;"'FOBI:0052'";"'blackberry'";;;;;;;"'FOODON:03301236'";;;
'cherry (whole, raw)';Class;'stone fruit food product';;;;;;;;;;;"'FOBI:0068'";"'cherry'";;;;;;;"'FOODON:03301240'";;;
'raisin (whole)';Class;'fruit (dried)';;;;;;;;;;;"'FOBI:0059'";"'raisins'";;;;;;;"'FOODON:03301283'";;;
'peanut (whole, raw)';Class;'nut (whole or part)';;;;;;;;;;;"'FOBI:07534'";"'peanuts'";;;;;;;"'FOODON:03301299'";;;
'pea (whole)';Class;'pulse food product';;;;;;;;;;;"'FOBI:0160'";"'Peas'";;;;;;;"'FOODON:03301300'";;;
'cabbage (whole, raw)';Class;'cruciferous food product';;;;;;;;;;;"'FOBI:0088'";"'cabbage'";;;;;;;"'FOODON:03301326'";;;
'almond (whole, raw)';Class;'nut (whole or part)';;;;;;;;;;;"'FOBI:07520'";"'almonds'";;;;;;;"'FOODON:03301355'";;;
sauerkraut;Class;'Vegetarian dishes';;;"''cabbage (whole, raw)''";;;;;;;;"'FOBI:0281'";;;;;;;;"'FOODON:03301397'";;;
'soybean (whole)';Class;'legume food product';;;;;;;;;;;"'FOBI:00898'";"'Soy'";;;;;;;"'FOODON:03301415'";;;
mayonnaise;Class;'Cold sauces';;;"''vegetable oil''	''hen egg (whole)''";;;;;;;;"'FOBI:07558'";;;;;;;;"'FOODON:03301440'";;;
'lemon (whole, raw)';Class;'citrus fruit food product';;;;;;;;;;;"'FOBI:0063'";"'lemon'";;;;;;;"'FOODON:03301441'";;;
'potato (whole, raw)';Class;'solanaceous root food product';;;;;;;;;;;"'FOBI:0115'";"'potato'";;;;;;;"'FOODON:03301449'";;;
'tomato catsup';Class;'Cold sauces';;;"''table salt''	''white sugar''	''tomato (whole, raw)''	'spice'";;;;;;;;"'FOBI:07559'";"'ketchup'";;;;;;;"'FOODON:03301460'";;;
'corn oil';Class;'vegetable oil';;;;;;;;;;;"'FOBI:0042'";;;;;;;;"'FOODON:03301474'";;;
'oregano (ground)';Class;herb;;;;;;;;;;;"'FOBI:07571'";"'oregano'";;;;;;;"'FOODON:03301482'";;;
'lowfat cow milk';Class;'cow milk (fluid)';;;;;;;;;;;"'FOBI:0009'";"'skimmed milk'";;;;;;;"'FOODON:03301483'";;;
'yogurt (plain)';Class;'yogurt food product';;;;;;;;;;;"'FOBI:07538'";"'natural yogurt'";;;;;;;"'FOODON:03301502'";;;
'cucumber (whole, raw)';Class;'Fruity vegetables';;;;;;;;;;;"'FOBI:0103'";"'cucumber'";;;;;;;"'FOODON:03301545'";;;
'carrot root (whole, raw)';Class;'Dark yellow vegetables';;;;;;;;;;;"'FOBI:0094'";"'carrot'";;;;;;;"'FOODON:03301570'";;;
'squash (whole, raw)';Class;'Dark yellow vegetables';;;;;;;;;;;"'FOBI:07533'";"'squash'";;;;;;;"'FOODON:03301577'";;;
'plum (whole, raw)';Class;'stone fruit food product';;;;;;;;;;;"'FOBI:0070'";"'plum'";;;;;;;"'FOODON:03301580'";;;
